model_name,strategy_args,model_params,mae,rmse,file_name,fit_time,inference_time,actual_data,inference_data,log_info
UniST,"{""deterministic"": ""efficient"", ""horizon"": 864, ""save_true_pred"": false, ""seed"": 2026, ""strategy_name"": ""fixed_forecast"", ""target_channel"": null, ""train_ratio_in_tv"": 0.8}","{""batch_size"": 8, ""hidden_dim"": 64, ""horizon"": 864, ""kernel_size"": 3, ""lr"": 0.001, ""norm"": true, ""num_epochs"": 20, ""patience"": 5, ""pred_len"": 864, ""seq_len"": 576}",0.3468397040466837,0.5535209547661323,event_3.csv,7748.5422394275665,0.3152461051940918,,,
