model_name,strategy_args,model_params,mae,rmse,file_name,fit_time,inference_time,actual_data,inference_data,log_info
UCDGPT,"{""deterministic"": ""efficient"", ""horizon"": 864, ""save_true_pred"": false, ""seed"": 2026, ""strategy_name"": ""fixed_forecast"", ""target_channel"": null, ""train_ratio_in_tv"": 0.8}","{""batch_size"": 32, ""contrastive_weight"": 0.5, ""curriculum_mask"": 1, ""curriculum_mask_rate"": 3, ""curriculum_mask_ratio"": 0.01, ""cycle_gamma"": 1.0, ""horizon"": 864, ""hour_patch_size"": 1, ""lr"": 0.0003, ""mask_strategy"": ""combined"", ""meta_weight"": 0.5, ""min_lr"": 0.001, ""model_size"": ""medium"", ""norm"": true, ""num_epochs"": 500, ""patch_size"": 4, ""patience"": 5, ""pred_len"": 864, ""psych_top_k"": 2, ""s_mask_ratio"": 0.15, ""seq_len"": 576, ""t_mask_ratio"": 0.15, ""t_patch_size"": 16}",0.28817613942897213,0.522347910587027,event_4.csv,1380.9187548160553,0.28223299980163574,,,
