model_name,strategy_args,model_params,mae,rmse,file_name,fit_time,inference_time,actual_data,inference_data,log_info
PewLSTM,"{""deterministic"": ""efficient"", ""horizon"": 864, ""save_true_pred"": false, ""seed"": 2026, ""strategy_name"": ""fixed_forecast"", ""target_channel"": null, ""train_ratio_in_tv"": 0.8}","{""batch_size"": 4, ""dropout"": 0.1, ""hidden_size"": 64, ""horizon"": 864, ""lr"": 0.001, ""norm"": true, ""num_epochs"": 25, ""num_layers"": 2, ""patience"": 5, ""pred_len"": 864, ""seq_len"": 576, ""weather_size"": 72}",0.38636726512918995,0.5852667379741812,event_7.csv,517.4523901939392,0.4252614974975586,,,
